iter	Logloss
139	0.1636360103
140	0.1633039306
141	0.1632488761
142	0.1631598785
143	0.1629753429
144	0.1627496916
145	0.1626304597
146	0.1625908387
147	0.1623288144
148	0.1622932681
149	0.1621210452
150	0.1619527057
151	0.1615989404
152	0.1613597529
153	0.1610896932
154	0.1608115031
155	0.1605094815
156	0.1602371382
157	0.1601173041
158	0.1599952385
159	0.1596727948
160	0.1595636126
161	0.1593377046
162	0.1592949945
163	0.1590043097
164	0.1587800853
165	0.1586435282
166	0.1585584294
167	0.1583812012
168	0.1582236127
169	0.1580582252
170	0.1579800808
171	0.1578909585
172	0.1578234679
173	0.1577854623
174	0.1576509864
175	0.1575318717
176	0.1574575056
177	0.1573406447
178	0.1571999454
179	0.1568884935
180	0.1566584063
181	0.1563176923
182	0.1561538586
183	0.15608022
184	0.156039856
185	0.155911959
186	0.1558095411
187	0.1557054328
188	0.155613892
189	0.1555427742
190	0.1554876253
191	0.1553113505
192	0.1552651382
193	0.1550322485
194	0.1548867256
195	0.1548472032
196	0.1548025027
197	0.154716069
198	0.154652524
199	0.1544285828
200	0.1542802694
201	0.1541995971
202	0.1540690219
203	0.1539996839
204	0.1538819926
205	0.1538330461
206	0.1536565816
207	0.1534472333
208	0.1533756181
209	0.1533255924
210	0.1532661836
211	0.153166228
212	0.1529762819
213	0.1529091969
214	0.1528369273
215	0.1527772408
216	0.1525857073
217	0.15254625
218	0.1524174749
219	0.1523264498
220	0.1522428122
221	0.1521990405
222	0.1521553665
223	0.1519586858
224	0.1517967543
225	0.151700902
226	0.151638035
227	0.1514203679
228	0.151340691
229	0.1512886429
230	0.1511410022
231	0.1510849034
232	0.150903005
233	0.1508609431
234	0.1508247358
235	0.1506521005
236	0.150554623
237	0.1505144748
238	0.1503774455
239	0.1503184054
240	0.1502728034
241	0.1501233365
242	0.1499202675
243	0.1497064794
244	0.1496619178
245	0.1496170643
246	0.1494978764
247	0.1493075476
248	0.1492251478
249	0.1491140911
250	0.1490547834
251	0.1490050533
252	0.148944299
253	0.1487276613
254	0.1485925512
255	0.1485501869
256	0.1484179225
257	0.14833571
258	0.1482425002
259	0.1481743113
260	0.1481166912
261	0.1480766403
262	0.1480090706
263	0.1477848386
264	0.147700216
265	0.1476453288
266	0.1475425198
267	0.1474552122
268	0.1473581897
269	0.1472764202
270	0.1472059767
271	0.1471285062
272	0.147006621
273	0.1469426298
274	0.1468875836
275	0.1468431516
276	0.1468064361
277	0.1465550282
278	0.1464183585
279	0.146309916
280	0.1461501666
281	0.1461111254
282	0.1460045989
283	0.1459348087
284	0.1458869603
285	0.1457967658
286	0.1457430347
287	0.1456274839
288	0.1455608889
289	0.1455316269
290	0.1454347589
291	0.1453964969
292	0.145334952
293	0.1452838159
294	0.1450842666
295	0.1449974789
296	0.1449438168
297	0.1448157272
298	0.1447596199
299	0.144708095
300	0.1446631771
301	0.1444869618
302	0.1444167727
303	0.1443775729
304	0.1443297584
305	0.1442992287
306	0.1442617978
307	0.1441969539
308	0.1440681771
309	0.1440004129
310	0.1438868313
311	0.1438225509
312	0.1437747707
313	0.1437395364
314	0.1436234998
315	0.1435007573
316	0.1434554783
317	0.1433496294
318	0.1432973491
319	0.1432033876
320	0.1430947891
321	0.1430475369
322	0.1429980043
323	0.1429618975
324	0.1429289659
325	0.1428780995
326	0.1428523802
327	0.1428096118
328	0.1427847866
329	0.1427411541
330	0.1426829387
331	0.1426032075
332	0.1425625077
333	0.1424145225
334	0.1423010959
335	0.1422629523
336	0.1422285917
337	0.1421373465
338	0.1420587494
339	0.1419948347
340	0.1419337962
341	0.1418696237
342	0.141808057
343	0.1417090331
344	0.1415982627
345	0.1415382145
346	0.1414876366
347	0.1413832573
348	0.1413134352
349	0.1412324489
350	0.1411927748
351	0.1411483291
352	0.1410728179
353	0.1409497294
354	0.1408510802
355	0.1407820418
356	0.1406631515
357	0.1406262943
358	0.1405657025
359	0.1404572373
360	0.1403794855
361	0.1403403355
362	0.1402938546
363	0.1402512393
364	0.1401773653
365	0.1400855185
366	0.1400284571
367	0.1399771371
368	0.1399169363
369	0.1398210625
370	0.1397565528
371	0.1397107124
372	0.1396620876
373	0.1395663533
374	0.1394016436
375	0.139355503
376	0.1393303263
377	0.1392990324
378	0.1392740355
379	0.1392476786
380	0.1390507001
381	0.1390232639
382	0.1389764447
383	0.1389218436
384	0.1388172735
385	0.1387807064
386	0.1387082914
387	0.1386756315
388	0.1386072911
389	0.1385380561
390	0.1384256324
391	0.1383111715
392	0.1382641292
393	0.1381781939
394	0.1381159931
395	0.1380730354
396	0.1380277594
397	0.1379429527
398	0.137887348
399	0.1378152982
400	0.1376814604
401	0.1376274096
402	0.1375317827
403	0.137460227
404	0.1374220401
405	0.1373614561
406	0.1373149847
407	0.1372768054
408	0.1371944476
409	0.1371516138
410	0.1370959493
411	0.1370370949
412	0.137000619
413	0.1369253957
414	0.136841914
415	0.1367964822
416	0.1367719842
417	0.1367366208
418	0.1367111875
419	0.1366699737
420	0.1366402907
421	0.1365458723
422	0.1364621191
423	0.136415176
424	0.1363734054
425	0.1363012636
426	0.1362646293
427	0.1362104139
428	0.1361705743
429	0.1360861644
430	0.1360578543
431	0.1360316692
432	0.1360089906
433	0.1359789772
434	0.1359512889
435	0.1359036624
436	0.1358846332
437	0.1358696158
438	0.1358441823
439	0.135767228
440	0.1357197826
441	0.1356868943
442	0.13562999
443	0.1355770799
444	0.1355528059
445	0.1355168727
446	0.1354693982
447	0.1353956051
448	0.135325776
449	0.135297059
450	0.1352670871
451	0.1352415421
452	0.1352109482
453	0.1351677721
454	0.1350785175
455	0.1350506271
456	0.1350128355
457	0.1349035202
458	0.1348030912
459	0.1347306171
460	0.1346683145
461	0.1346487752
462	0.1345723526
463	0.1344955046
464	0.1344517372
465	0.1343431944
466	0.1342525382
467	0.1341697238
468	0.1341265208
469	0.1340982757
470	0.1340248359
471	0.1339720623
472	0.1339308216
473	0.1338372237
474	0.1337611802
475	0.1336851872
476	0.1336294293
477	0.1335396138
478	0.133457474
479	0.1333992664
480	0.1333637592
481	0.1333374502
482	0.1333180618
483	0.133268541
484	0.1331909926
485	0.1331706805
486	0.1331497614
487	0.133107964
488	0.1330607876
489	0.1330174317
490	0.1329707328
491	0.1329497171
492	0.1329228402
493	0.1328851908
494	0.1328506438
495	0.1328171763
496	0.1327821228
497	0.1327237689
498	0.1326710651
499	0.132643425
500	0.13261222
501	0.1325939925
502	0.1325334412
503	0.1325064282
504	0.1324739225
505	0.1324388687
506	0.1324071113
507	0.1323853625
508	0.1323426331
509	0.1322958861
510	0.1322411068
511	0.1322144529
512	0.132187509
513	0.1321164309
514	0.1320640938
515	0.1320373475
516	0.1319832301
517	0.1319453658
518	0.1319189365
519	0.1318884127
520	0.1318653438
521	0.1318368281
522	0.1318207631
523	0.1317788601
524	0.1317522297
525	0.1317213321
526	0.1316598398
527	0.1316217674
528	0.1315835412
529	0.1315528882
530	0.1315003591
531	0.131446524
532	0.1314230371
533	0.131396756
534	0.1313657686
535	0.1313405086
536	0.1313209577
537	0.1312097342
538	0.131163926
539	0.1311394828
540	0.1310945126
541	0.1310641578
542	0.1310229439
543	0.1309710137
544	0.1309133071
545	0.13087571
546	0.1308373368
547	0.1308020649
548	0.1307529662
549	0.1307159861
550	0.1306548004
551	0.1305929824
552	0.1305791035
553	0.1304938822
554	0.1304364576
555	0.1304131794
556	0.1303629197
557	0.1303317334
558	0.1303076246
559	0.1302430031
560	0.1302020287
561	0.1301459885
562	0.1300796478
563	0.1300223431
564	0.129995653
565	0.1299597749
566	0.1299233989
567	0.1298869224
568	0.1298091108
569	0.1297698222
570	0.1297478028
571	0.1297138165
572	0.1296752585
573	0.1296449763
574	0.1296253436
575	0.129587635
576	0.1295587442
577	0.1295146394
578	0.1294887458
579	0.1294605509
580	0.1294096116
581	0.1293929665
582	0.1293786009
583	0.129357714
584	0.1293349157
585	0.1292721117
586	0.1292345334
587	0.1292196543
588	0.1291753324
589	0.1291512995
590	0.1291101765
591	0.1290734806
592	0.1290340432
593	0.1289900346
594	0.1289506657
595	0.1289269278
596	0.1288661858
597	0.12884892
598	0.1288118195
599	0.1287727123
600	0.1287416944
601	0.1287148973
602	0.1286602195
603	0.1286316539
604	0.1286009071
605	0.1285637736
606	0.128529594
607	0.1284841838
608	0.1284526133
609	0.1284224276
610	0.1284025035
611	0.1283733831
612	0.1283236841
613	0.1282746187
614	0.1282455006
615	0.1281953412
616	0.1281575802
617	0.1281147348
618	0.1280853295
619	0.1280626845
620	0.1280146086
621	0.1279491147
622	0.1279163389
623	0.1278620202
624	0.1278309861
625	0.1277933794
626	0.1277466649
627	0.1277250636
628	0.1277087839
629	0.1276726691
630	0.1276263244
631	0.1275939571
632	0.127565657
633	0.127556477
634	0.1275129638
635	0.1274502969
636	0.1274150446
637	0.1273707963
638	0.1273444301
639	0.127313736
640	0.127276143
641	0.1272447357
642	0.1272115063
643	0.1271760152
644	0.1271321557
645	0.1270973008
646	0.1270674051
647	0.1270385987
648	0.1270159237
649	0.1269860279
650	0.1269616659
651	0.1269115471
652	0.1268879973
653	0.1268582906
654	0.1268266295
655	0.1267990762
656	0.1267314998
657	0.126712154
658	0.1266833976
659	0.1266511188
660	0.1266125878
661	0.126582315
662	0.1265553495
663	0.1265303934
664	0.1264863867
665	0.1264533263
666	0.1264304793
667	0.1264092578
668	0.1263821328
669	0.1263658258
670	0.1263508321
671	0.1263256465
672	0.1262944889
673	0.1262724497
674	0.1262378597
675	0.1262076874
676	0.1261874648
677	0.1261731129
678	0.1261408751
679	0.1261204074
680	0.1260963685
681	0.1260717862
682	0.1260519694
683	0.1260158975
684	0.1259914388
685	0.1259694726
686	0.1259544272
687	0.1259205501
688	0.1258913232
689	0.1258791128
690	0.1258656624
691	0.1258450229
692	0.1258069922
693	0.1257933267
694	0.1257607182
695	0.1257383462
696	0.1257081892
697	0.1256879397
698	0.12565642
699	0.1256312105
700	0.1255975142
701	0.1255657085
702	0.1255421093
703	0.1255204783
704	0.1255003442
705	0.1254638921
706	0.1254164298
707	0.1253619374
708	0.125333495
709	0.1252897901
710	0.1252726802
711	0.1252349258
712	0.1252145503
713	0.1251788855
714	0.1251539607
715	0.1251161526
716	0.125088525
717	0.1250699547
718	0.1249972521
719	0.1249822642
720	0.1249723344
721	0.1249523338
722	0.1249138904
723	0.1248746967
724	0.1248397843
725	0.1247859558
726	0.1247549289
727	0.1247275688
728	0.1246844833
729	0.1246736739
730	0.1246429206
731	0.124612558
732	0.1245712723
733	0.1245388129
734	0.1245153633
735	0.1244870528
736	0.1244593516
737	0.1244153604
738	0.1243766229
739	0.1243331702
740	0.1242889006
741	0.1242674531
742	0.1242461207
743	0.1242027054
744	0.1241750026
745	0.1241409252
746	0.1241120237
747	0.1240851003
748	0.1240662289
749	0.1240403127
750	0.1239574885
751	0.1239180166
752	0.1238879041
753	0.1238567314
754	0.1238165945
755	0.1237755519
756	0.1237572123
757	0.1237268568
758	0.1236719438
759	0.1236439707
760	0.1236279419
761	0.1236016742
762	0.123565611
763	0.1235044982
764	0.1234381416
765	0.1234152228
766	0.1233820726
767	0.1233634659
768	0.1233495551
769	0.1233271588
770	0.1233130843
771	0.1232854926
772	0.1232396181
773	0.123178113
774	0.1231353004
775	0.1231160654
776	0.1230944365
777	0.1230703663
778	0.1230161246
779	0.1229989456
780	0.1229682466
781	0.1229529284
782	0.1229419022
783	0.1228984762
784	0.1228775677
785	0.1228477158
786	0.1228120459
787	0.1227811969
788	0.1227597944
789	0.1226926873
790	0.1226468567
791	0.1226196618
792	0.1225884698
793	0.1225563545
794	0.1225294447
795	0.1224924468
796	0.1224550437
797	0.1224206422
798	0.1223920909
799	0.1223660226
800	0.1223337041
801	0.1223126202
802	0.1222906723
803	0.1222650836
804	0.122230228
805	0.1222064015
806	0.1221627237
807	0.1221358177
808	0.1220949204
809	0.1220510327
810	0.1220170187
811	0.1219940532
812	0.1219715826
813	0.1219293837
814	0.1219079084
815	0.1218726402
816	0.1218474916
817	0.1218364116
818	0.1218234111
819	0.121755968
820	0.121729604
821	0.1217005767
822	0.1216856472
823	0.1216498191
824	0.121633527
825	0.1216153287
826	0.121590897
827	0.1215526716
828	0.1215263796
829	0.1215038911
830	0.1214719473
831	0.1214206919
832	0.1213972433
833	0.1213591523
834	0.1213257261
835	0.1213058915
836	0.1212749515
837	0.1212373592
838	0.1212087848
839	0.1211745465
840	0.1211456816
841	0.12111663
842	0.1211028865
843	0.1210838771
844	0.1210310363
845	0.1210078893
846	0.1209880866
847	0.1209254796
848	0.1209021859
849	0.1208774129
850	0.1208285817
851	0.1208077318
852	0.1207693497
853	0.1207494692
854	0.1207140032
855	0.1206772569
856	0.1206616815
857	0.1206289284
858	0.1205834422
859	0.1205410967
860	0.1205153566
861	0.120489656
862	0.120467635
863	0.1204297802
864	0.1203924359
865	0.1203723353
866	0.1203508976
867	0.1203251509
868	0.1203001507
869	0.1202442327
870	0.1202105767
871	0.1201865955
872	0.1201766016
873	0.1201447206
874	0.1201258627
875	0.120080344
876	0.1200660651
877	0.1200393515
878	0.1200183615
879	0.1199639598
880	0.1199276283
881	0.1198906198
882	0.1198775889
883	0.1198550268
884	0.1198365841
885	0.119792848
886	0.1197731923
887	0.119748645
888	0.1197211852
889	0.1196894436
890	0.119667994
891	0.1196485919
892	0.1196209138
893	0.119593608
894	0.119574444
895	0.1195557187
896	0.1195342787
897	0.1195100271
898	0.119492634
899	0.1194663522
900	0.1194427827
901	0.1194166437
902	0.1193854705
903	0.1193554329
904	0.1193306928
905	0.1193059843
906	0.1192763392
907	0.1192607247
908	0.1192274678
909	0.1192099557
910	0.1191913839
911	0.1191670347
912	0.1191496172
913	0.1191220258
914	0.119104515
915	0.1190847522
916	0.1190619596
917	0.1190323491
918	0.1189900982
919	0.1189585461
920	0.1189372505
921	0.1189121537
922	0.1188934088
923	0.1188782262
924	0.1188507841
925	0.1188205167
926	0.1188049036
927	0.1187852676
928	0.118758892
929	0.1187379424
930	0.1187104774
931	0.1186931364
932	0.1186613915
933	0.118628732
934	0.1186128762
935	0.1185945804
936	0.1185599119
937	0.1185061783
938	0.1184854871
939	0.11846207
940	0.1184415487
941	0.1184160138
942	0.1183885082
943	0.118361826
944	0.1183396086
945	0.1183112225
946	0.118287828
947	0.1182753667
948	0.1182662006
949	0.1182470763
950	0.1182354742
951	0.1182235377
952	0.1181929055
953	0.118163971
954	0.1181364984
955	0.1181158055
956	0.118099424
957	0.1180462263
958	0.1180262905
959	0.1179986279
960	0.117981939
961	0.1179620592
962	0.1179356987
963	0.1179111312
964	0.1178876558
965	0.1178679151
966	0.1178297015
967	0.1178127514
968	0.1177688951
969	0.1177552753
970	0.1177343041
971	0.1177132329
972	0.1176901622
973	0.1176786067
974	0.1176682806
975	0.1176455705
976	0.1176215547
977	0.1176108703
978	0.1175979046
979	0.1175773577
980	0.1175542356
981	0.1175315471
982	0.1175147735
983	0.117497905
984	0.1174823272
985	0.1174612033
986	0.1174417033
987	0.1174230508
988	0.1174119292
989	0.117398704
990	0.117381899
991	0.1173660402
992	0.1173480839
993	0.1173331066
994	0.1173120699
995	0.1172800812
996	0.1172631983
997	0.1172475458
998	0.1172056736
999	0.1171893456
